path,ex0,ey0,ex1,ey1,ex2,ey2,ex3,ey3,ex4,ey4,ex5,ey5,lane
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293423_000987.jpg,0.350,-0.735,0.339,-1.330,0.373,-1.929,0.362,-2.524,0.396,-3.123,0.384,-3.718,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293423_000988.jpg,0.345,-0.616,0.375,-1.260,0.359,-1.900,0.348,-2.495,0.382,-3.094,0.375,-3.643,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293423_000989.jpg,0.321,-0.678,0.351,-1.323,0.340,-1.918,0.374,-2.517,0.363,-3.111,0.398,-3.711,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293423_000990.jpg,0.347,-0.699,0.332,-1.339,0.362,-1.984,0.351,-2.579,0.385,-3.178,0.374,-3.772,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293423_000991.jpg,0.674,-0.364,1.314,-0.379,1.958,-0.349,2.689,-0.373,3.425,-0.352,4.205,-0.335,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293424_000992.jpg,0.346,-0.738,0.328,-1.423,0.360,-2.068,0.347,-2.708,0.383,-3.307,0.373,-3.901,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293424_000993.jpg,0.713,-0.348,1.357,-0.309,2.088,-0.323,2.823,-0.291,3.604,-0.264,4.380,-0.281,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293424_000994.jpg,0.237,-0.767,0.280,-1.456,0.276,-2.142,0.322,-2.785,0.325,-3.380,0.374,-3.978,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293424_000995.jpg,0.689,-0.302,1.378,-0.253,2.064,-0.250,2.843,-0.207,3.669,-0.167,4.494,-0.127,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293424_000996.jpg,0.187,-0.670,0.195,-1.356,0.248,-2.044,0.256,-2.730,0.311,-3.373,0.324,-3.968,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293424_000997.jpg,0.631,-0.231,1.317,-0.224,2.096,-0.177,2.876,-0.130,3.698,-0.132,4.617,-0.047,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293424_000998.jpg,0.749,-0.255,1.483,-0.206,2.263,-0.159,3.088,-0.115,3.958,-0.073,4.920,-0.037,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293424_000999.jpg,0.146,-0.782,0.193,-1.561,0.199,-2.247,0.251,-2.935,0.258,-3.621,0.313,-4.264,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293424_001000.jpg,0.766,-0.197,1.545,-0.149,2.322,-0.148,3.193,-0.106,4.109,-0.066,5.118,0.013,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293424_001001.jpg,0.125,-0.916,0.173,-1.695,0.223,-2.429,0.227,-3.160,0.282,-3.803,0.292,-4.443,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293425_001002.jpg,0.097,-0.890,0.145,-1.669,0.192,-2.449,0.199,-3.134,0.252,-3.823,0.259,-4.508,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293425_001003.jpg,0.783,-0.157,1.608,-0.112,2.479,-0.069,3.440,-0.032,4.405,0.051,5.417,0.177,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293425_001004.jpg,0.090,-0.796,0.133,-1.666,0.180,-2.446,0.185,-3.177,0.238,-3.865,0.245,-4.551,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293425_001005.jpg,0.844,-0.147,1.714,-0.104,2.630,-0.064,3.640,0.017,4.607,0.146,5.624,0.364,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293425_001006.jpg,0.073,-0.882,0.116,-1.753,0.118,-2.529,0.166,-3.309,0.216,-4.043,0.221,-4.774,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293425_001007.jpg,0.037,-0.993,0.080,-1.863,0.125,-2.688,0.173,-3.468,0.224,-4.201,0.229,-4.933,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293425_001008.jpg,0.011,-0.921,0.097,-1.840,0.097,-2.662,0.145,-3.442,0.193,-4.221,0.201,-4.907,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293425_001009.jpg,0.022,-1.034,0.063,-1.950,0.108,-2.775,0.154,-3.600,0.203,-4.379,0.210,-5.065,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293425_001010.jpg,0.973,-0.053,1.937,0.031,2.949,0.158,3.918,0.333,4.893,0.600,5.826,0.961,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293426_001011.jpg,0.866,-0.063,1.875,0.018,2.842,0.148,3.859,0.367,4.834,0.634,5.724,1.043,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293426_001012.jpg,0.992,0.005,1.956,0.090,2.968,0.217,3.943,0.484,4.874,0.799,5.765,1.209,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293426_001013.jpg,0.914,-0.005,1.881,0.125,2.895,0.298,3.867,0.519,4.801,0.881,5.648,1.338,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293426_001014.jpg,1.008,0.018,1.975,0.148,2.992,0.367,3.966,0.634,4.856,1.044,5.661,1.550,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293426_001015.jpg,0.875,0.054,1.887,0.182,2.859,0.403,3.835,0.717,4.681,1.129,5.485,1.635,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293426_001016.jpg,0.955,0.122,1.970,0.294,2.942,0.515,3.876,0.875,4.724,1.331,5.486,1.885,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293426_001017.jpg,1.082,0.120,2.101,0.328,3.078,0.585,3.973,0.985,4.782,1.483,5.504,2.032,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293426_001018.jpg,1.027,0.124,2.003,0.325,2.986,0.618,3.839,1.012,4.654,1.502,5.385,2.089,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293426_001019.jpg,0.927,0.133,1.909,0.372,2.849,0.660,3.751,1.043,4.529,1.574,5.265,2.155,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293426_001020.jpg,1.019,0.215,2.003,0.445,2.950,0.770,3.814,1.195,4.551,1.723,5.206,2.352,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293427_001021.jpg,0.970,0.203,1.957,0.419,2.868,0.782,3.698,1.245,4.442,1.764,5.110,2.429,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293427_001022.jpg,1.072,0.249,2.023,0.497,2.941,0.841,3.740,1.340,4.500,1.889,5.090,2.552,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293427_001023.jpg,0.982,0.225,1.944,0.501,2.830,0.881,3.638,1.364,4.362,1.906,4.971,2.604,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293427_001024.jpg,1.105,0.248,2.035,0.557,2.890,0.972,3.663,1.448,4.368,2.073,4.938,2.721,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293427_001025.jpg,1.027,0.261,1.918,0.562,2.780,0.961,3.569,1.467,4.241,2.088,4.830,2.771,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293427_001026.jpg,0.878,0.277,1.819,0.551,2.654,0.987,3.453,1.477,4.092,2.094,4.660,2.819,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293427_001027.jpg,1.000,0.336,1.911,0.648,2.709,1.079,3.438,1.619,4.098,2.269,4.635,2.993,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293427_001028.jpg,0.927,0.338,1.811,0.689,2.616,1.105,3.366,1.676,3.983,2.280,4.543,3.039,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293427_001029.jpg,0.962,0.367,1.824,0.748,2.653,1.185,3.331,1.758,3.945,2.444,4.471,3.155,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293427_001030.jpg,0.871,0.395,1.742,0.752,2.540,1.179,3.247,1.777,3.867,2.402,4.382,3.154,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293428_001031.jpg,0.990,0.438,1.830,0.781,2.627,1.283,3.295,1.829,3.921,2.535,4.417,3.285,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293428_001032.jpg,0.874,0.384,1.743,0.736,2.517,1.224,3.222,1.786,3.816,2.441,4.358,3.214,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293428_001033.jpg,0.775,0.373,1.656,0.693,2.406,1.169,3.108,1.764,3.726,2.396,4.255,3.166,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293428_001034.jpg,0.841,0.384,1.671,0.751,2.458,1.239,3.141,1.828,3.761,2.496,4.318,3.246,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293428_001035.jpg,0.958,0.428,1.780,0.828,2.543,1.310,3.205,1.895,3.828,2.604,4.370,3.355,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293428_001037.jpg,0.922,0.448,1.757,0.846,2.501,1.355,3.191,1.952,3.828,2.635,4.387,3.366,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293428_001039.jpg,0.817,0.381,1.648,0.731,2.397,1.201,3.128,1.798,3.785,2.450,4.370,3.156,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293429_001042.jpg,0.759,0.255,1.635,0.605,2.415,1.052,3.164,1.597,3.881,2.174,4.566,2.783,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293429_001043.jpg,0.900,0.267,1.731,0.568,2.541,1.033,3.321,1.532,4.041,2.099,4.761,2.667,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293429_001044.jpg,0.844,0.139,1.700,0.451,2.538,0.864,3.320,1.349,4.074,1.870,4.828,2.392,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293429_001045.jpg,0.993,0.096,1.842,0.393,2.677,0.791,3.488,1.227,4.273,1.701,5.032,2.213,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293429_001046.jpg,0.901,-0.016,1.805,0.252,2.664,0.599,3.476,1.024,4.289,1.449,5.078,1.913,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293429_001047.jpg,0.819,-0.121,1.720,0.125,2.600,0.413,3.439,0.781,4.278,1.150,5.097,1.560,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293429_001048.jpg,0.944,-0.191,1.858,-0.000,2.736,0.274,3.596,0.590,4.439,0.949,5.239,1.289,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293429_001049.jpg,0.186,-0.879,0.318,-1.803,0.349,-2.715,0.220,-3.585,0.005,-4.486,-0.385,-5.303,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293430_001050.jpg,0.281,-0.779,0.404,-1.697,0.427,-2.596,0.318,-3.533,0.084,-4.364,-0.282,-5.232,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293430_001051.jpg,0.871,-0.498,1.784,-0.379,2.686,-0.215,3.588,-0.052,4.435,0.146,5.327,0.354,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293430_001052.jpg,0.488,-0.785,0.565,-1.703,0.552,-2.636,0.441,-3.541,0.179,-4.381,-0.173,-5.238,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293430_001053.jpg,1.049,-0.663,1.962,-0.580,2.875,-0.496,3.782,-0.367,4.643,-0.245,5.550,-0.116,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293430_001054.jpg,0.690,-0.810,0.739,-1.726,0.697,-2.651,0.564,-3.585,0.331,-4.437,-0.042,-5.259,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293430_001055.jpg,0.771,-0.920,0.789,-1.837,0.716,-2.760,0.597,-3.686,0.336,-4.530,-0.016,-5.381,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293430_001056.jpg,0.875,-0.847,0.867,-1.763,0.814,-2.682,0.670,-3.605,0.433,-4.485,0.102,-5.324,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293430_001057.jpg,0.969,-0.933,1.885,-0.964,2.755,-0.949,3.671,-0.934,4.540,-0.920,5.456,-0.905,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293430_001058.jpg,1.007,-0.891,0.954,-1.806,0.902,-2.721,0.758,-3.636,0.568,-4.550,0.243,-5.372,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293430_001059.jpg,1.060,-0.820,1.038,-1.735,0.970,-2.649,0.857,-3.563,0.652,-4.474,0.357,-5.337,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293431_001060.jpg,1.105,-0.930,1.070,-1.845,0.990,-2.758,0.864,-3.670,0.693,-4.580,0.432,-5.440,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293431_001061.jpg,1.142,-0.854,1.100,-1.769,1.013,-2.681,0.926,-3.594,0.748,-4.503,0.524,-5.409,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293431_001062.jpg,1.162,-1.004,1.118,-1.873,1.027,-2.785,0.936,-3.698,0.799,-4.608,0.571,-5.513,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293431_001063.jpg,1.176,-0.922,1.134,-1.791,1.090,-2.705,1.000,-3.618,0.864,-4.528,0.683,-5.436,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293431_001064.jpg,0.894,-1.189,1.809,-1.229,2.678,-1.266,3.593,-1.306,4.460,-1.390,5.375,-1.430,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293431_001065.jpg,0.781,-1.169,1.697,-1.198,2.566,-1.226,3.435,-1.254,4.349,-1.329,5.264,-1.358,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293431_001066.jpg,0.881,-1.146,1.796,-1.162,2.666,-1.177,3.535,-1.238,4.450,-1.254,5.366,-1.270,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293431_001067.jpg,0.984,-1.102,1.854,-1.100,2.770,-1.098,3.640,-1.142,4.556,-1.140,5.471,-1.092,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293431_001068.jpg,0.901,-1.055,1.771,-1.037,2.641,-1.019,3.557,-1.045,4.473,-1.026,5.387,-0.961,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293432_001069.jpg,0.969,-0.997,1.838,-0.961,2.709,-0.971,3.624,-0.934,4.539,-0.897,5.452,-0.814,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293432_001070.jpg,0.988,-0.931,1.902,-0.875,2.773,-0.868,3.687,-0.812,4.598,-0.710,5.512,-0.655,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293432_001071.jpg,0.895,-0.874,1.762,-0.805,2.678,-0.778,3.591,-0.706,4.501,-0.588,5.410,-0.470,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293432_001072.jpg,0.982,-0.798,1.852,-0.758,2.763,-0.669,3.674,-0.580,4.581,-0.445,5.488,-0.311,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293432_001073.jpg,1.061,-0.724,1.930,-0.672,2.840,-0.570,3.745,-0.423,4.655,-0.321,5.555,-0.128,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293432_001074.jpg,0.876,-0.688,1.791,-0.624,2.700,-0.515,3.604,-0.360,4.507,-0.206,5.405,-0.006,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293432_001075.jpg,0.955,-0.666,1.863,-0.549,2.772,-0.431,3.674,-0.269,4.576,-0.106,5.467,0.147,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293432_001076.jpg,0.999,-0.592,1.906,-0.466,2.806,-0.294,3.713,-0.167,4.607,0.050,5.450,0.306,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293432_001077.jpg,1.070,-0.520,1.976,-0.387,2.875,-0.208,3.774,-0.029,4.667,0.195,5.501,0.503,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293432_001078.jpg,0.775,-0.522,1.681,-0.389,2.580,-0.211,3.479,-0.033,4.372,0.190,5.206,0.497,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293433_001079.jpg,0.361,-0.935,0.493,-1.841,0.579,-2.754,0.704,-3.614,0.829,-4.475,0.960,-5.381,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293433_001080.jpg,0.278,-0.878,0.450,-1.779,0.577,-2.686,0.652,-3.554,0.779,-4.460,0.900,-5.322,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293433_001081.jpg,0.918,-0.412,1.820,-0.251,2.723,-0.090,3.614,0.161,4.454,0.452,5.277,0.879,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293433_001082.jpg,0.982,-0.344,1.892,-0.238,2.791,-0.041,3.639,0.197,4.471,0.570,5.292,1.034,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293433_001083.jpg,1.026,-0.327,1.931,-0.184,2.832,0.004,3.678,0.278,4.508,0.688,5.284,1.184,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293433_001084.jpg,1.099,-0.313,2.001,-0.134,2.854,0.087,3.743,0.403,4.532,0.801,5.263,1.331,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293433_001085.jpg,0.991,-0.319,1.895,-0.147,2.750,0.066,3.592,0.415,4.427,0.855,5.162,1.377,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293433_001086.jpg,0.881,-0.284,1.787,-0.122,2.644,0.082,3.490,0.422,4.280,0.895,5.017,1.455,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293433_001087.jpg,0.958,-0.302,1.864,-0.112,2.722,0.121,3.572,0.491,4.322,0.992,5.021,1.581,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293434_001088.jpg,1.007,-0.290,1.871,-0.121,2.730,0.185,3.585,0.582,4.346,1.067,5.010,1.686,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293434_001089.jpg,0.873,-0.285,1.741,-0.133,2.606,0.156,3.422,0.581,4.192,1.097,4.868,1.702,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293434_001090.jpg,0.926,-0.283,1.796,-0.102,2.667,0.215,3.446,0.670,4.180,1.216,4.822,1.853,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293434_001091.jpg,0.779,-0.280,1.699,-0.070,2.530,0.233,3.317,0.673,4.060,1.206,4.715,1.877,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293434_001092.jpg,0.095,-0.899,0.287,-1.823,0.390,-2.697,0.446,-3.616,0.410,-4.531,0.420,-5.448,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293434_001093.jpg,0.106,-1.046,0.330,-1.930,0.417,-2.806,0.456,-3.726,0.403,-4.640,0.397,-5.557,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293434_001094.jpg,0.940,-0.188,1.835,0.110,2.646,0.505,3.376,1.044,4.022,1.681,4.632,2.458,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293434_001095.jpg,1.008,-0.130,1.868,0.200,2.645,0.630,3.390,1.200,4.006,1.874,4.586,2.644,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293434_001096.jpg,1.035,-0.075,1.860,0.289,2.651,0.749,3.366,1.355,4.000,2.063,4.509,2.877,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293434_001097.jpg,0.949,-0.051,1.781,0.299,2.540,0.796,3.221,1.396,3.874,2.137,4.403,2.987,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293435_001098.jpg,1.018,0.027,1.819,0.409,2.597,0.933,3.253,1.569,3.878,2.302,4.343,3.199,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293435_001099.jpg,0.897,0.027,1.718,0.431,2.464,0.942,3.183,1.551,3.746,2.328,4.245,3.256,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293435_001100.jpg,0.950,0.074,1.746,0.509,2.472,1.053,3.182,1.739,3.777,2.545,4.213,3.477,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293435_001101.jpg,0.848,0.106,1.657,0.516,2.399,1.037,3.085,1.713,3.671,2.555,4.135,3.474,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293435_001102.jpg,0.913,0.172,1.705,0.609,2.478,1.147,3.113,1.867,3.697,2.744,4.162,3.702,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293435_001103.jpg,0.815,0.129,1.638,0.579,2.402,1.143,3.065,1.838,3.640,2.705,4.112,3.702,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293435_001104.jpg,0.915,0.195,1.714,0.624,2.476,1.213,3.158,1.979,3.728,2.836,4.175,3.886,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293435_001105.jpg,0.959,0.247,1.796,0.678,2.520,1.308,3.215,2.100,3.803,2.988,4.277,4.076,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293435_001106.jpg,0.902,0.194,1.740,0.644,2.495,1.236,3.188,2.012,3.799,2.931,4.286,4.013,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293435_001107.jpg,0.810,0.152,1.692,0.597,2.499,1.189,3.192,1.950,3.811,2.858,4.354,3.913,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293436_001108.jpg,0.923,0.208,1.785,0.638,2.564,1.281,3.314,2.049,3.918,3.017,4.454,4.134,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293436_001109.jpg,0.840,0.139,1.672,0.618,2.506,1.262,3.253,2.021,3.927,2.997,4.476,4.115,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293436_001110.jpg,0.956,0.225,1.835,0.704,2.624,1.366,3.357,2.184,4.037,3.157,4.589,4.342,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293436_001112.jpg,0.941,0.246,1.854,0.771,2.696,1.423,3.496,2.299,4.190,3.333,4.784,4.459,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293436_001115.jpg,0.973,0.182,1.939,0.651,2.836,1.355,3.719,2.224,4.554,3.230,5.260,4.251,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293436_001116.jpg,1.099,0.207,2.076,0.719,3.025,1.433,3.932,2.286,4.798,3.278,5.526,4.229,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293437_001117.jpg,1.056,0.147,2.038,0.639,3.027,1.296,3.974,2.196,4.858,3.111,5.665,3.979,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293437_001118.jpg,0.973,0.055,2.001,0.552,3.044,1.212,4.002,2.034,4.938,2.896,5.772,3.756,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293437_001119.jpg,1.159,0.087,2.233,0.590,3.271,1.278,4.251,2.090,5.211,2.944,6.026,3.679,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293437_001120.jpg,1.121,0.055,2.200,0.548,3.270,1.186,4.330,1.968,5.245,2.740,6.094,3.435,0
